bin_low,bin_high,count,accuracy,confidence
0.0,0.1,97,1.0,0.022605972
0.1,0.2,17,1.0,0.13678601
0.2,0.30000000000000004,11,0.9090909090909091,0.2476882
0.30000000000000004,0.4,11,1.0,0.3746158
0.4,0.5,14,1.0,0.45395437
0.5,0.6000000000000001,10,0.0,0.55738556
0.6000000000000001,0.7000000000000001,8,0.25,0.660268
0.7000000000000001,0.8,11,0.09090909090909091,0.7415912
0.8,0.9,26,0.3076923076923077,0.8598222
0.9,1.0,419,0.9021479713603818,0.9935071
