threshold,sensitivity,specificity,precision,f1_score,balanced_accuracy,false_negatives,false_positives,fn_rate,fp_rate,ece_at_model_level,uvif_threshold_utility
0.92,0.9692307692307692,0.8418803418803419,0.9108433734939759,0.9391304347826087,0.9055555555555556,12.0,37.0,0.03076923076923077,0.1581196581196581,0.320399845421959,0.8201142063574114
