Paradigm,threshold,diagnostic_aggressiveness,sensitivity,specificity,fp_rate,fn_rate,review_rate,clinical_burden
UVIF,0.88,0.12,0.9794871794871794,0.8034188034188035,0.19658119658119658,0.020512820512820513,0.020833333333333332,0.2551549145299145
UVIF,0.89,0.10999999999999999,0.9769230769230769,0.8247863247863247,0.1752136752136752,0.023076923076923078,0.02403846153846154,0.24131944444444445
UVIF,0.9,0.09999999999999998,0.9692307692307692,0.8247863247863247,0.1752136752136752,0.03076923076923077,0.027243589743589744,0.26167200854700856
UVIF,0.91,0.08999999999999997,0.9692307692307692,0.8290598290598291,0.17094017094017094,0.03076923076923077,0.02403846153846154,0.25627670940170943
UVIF,0.9199999999999999,0.08000000000000007,0.9692307692307692,0.8418803418803419,0.1581196581196581,0.03076923076923077,0.02403846153846154,0.24345619658119658
UVIF,0.9299999999999999,0.07000000000000006,0.9666666666666667,0.8418803418803419,0.1581196581196581,0.03333333333333333,0.022435897435897436,0.24930555555555553
UVIF,0.94,0.06000000000000005,0.9615384615384616,0.8418803418803419,0.1581196581196581,0.038461538461538464,0.016025641025641024,0.2598824786324786
UVIF,0.95,0.050000000000000044,0.9512820512820512,0.8675213675213675,0.13247863247863248,0.04871794871794872,0.027243589743589744,0.2638087606837607
UVIF,0.96,0.040000000000000036,0.9435897435897436,0.8760683760683761,0.12393162393162394,0.05641025641025641,0.03365384615384615,0.2767361111111111
UVIF,0.97,0.030000000000000027,0.9230769230769231,0.8803418803418803,0.11965811965811966,0.07692307692307693,0.04326923076923077,0.32711004273504274
UVIF,0.98,0.020000000000000018,0.9128205128205128,0.8974358974358975,0.10256410256410256,0.08717948717948718,0.05448717948717949,0.3395833333333333
UVIF,0.99,0.010000000000000009,0.8743589743589744,0.9358974358974359,0.0641025641025641,0.12564102564102564,0.08974358974358974,0.4096153846153846
