threshold,sensitivity,specificity,precision,f1_score,balanced_accuracy,false_negatives,false_positives,fn_rate,fp_rate,ece_at_model_level,uvif_threshold_utility
0.86,0.982051282051282,0.7863247863247863,0.8845265588914549,0.9307411907654921,0.8841880341880342,7,50,0.017948717948717947,0.21367521367521367,0.320399845421959,0.8037971864533545
0.87,0.9794871794871794,0.7948717948717948,0.8883720930232558,0.9317073170731708,0.8871794871794871,8,48,0.020512820512820513,0.20512820512820512,0.320399845421959,0.8058437218440628
0.88,0.9794871794871794,0.8034188034188035,0.8925233644859814,0.9339853300733496,0.8914529914529914,8,46,0.020512820512820513,0.19658119658119658,0.320399845421959,0.8097995675049515
0.89,0.9769230769230769,0.8247863247863247,0.9028436018957346,0.9384236453201971,0.9008547008547008,9,41,0.023076923076923078,0.1752136752136752,0.320399845421959,0.8178253162154073
0.9,0.9692307692307692,0.8247863247863247,0.9021479713603818,0.934487021013597,0.8970085470085469,12,41,0.03076923076923077,0.1752136752136752,0.320399845421959,0.8121304779891144
0.91,0.9692307692307692,0.8290598290598291,0.9043062200956937,0.9356435643564357,0.8991452991452992,12,40,0.03076923076923077,0.17094017094017094,0.320399845421959,0.8141234232965636
0.92,0.9692307692307692,0.8418803418803419,0.9108433734939759,0.9391304347826087,0.9055555555555556,12,37,0.03076923076923077,0.1581196581196581,0.320399845421959,0.8201142063574114
0.93,0.9666666666666667,0.8418803418803419,0.9106280193236715,0.9378109452736318,0.9042735042735043,13,37,0.03333333333333333,0.1581196581196581,0.320399845421959,0.8182173131388526
0.9400000000000001,0.9615384615384616,0.8418803418803419,0.9101941747572816,0.9351620947630923,0.9017094017094017,15,37,0.038461538461538464,0.1581196581196581,0.320399845421959,0.8144215755439799
0.9500000000000001,0.9512820512820512,0.8675213675213675,0.9228855721393034,0.9368686868686869,0.9094017094017094,19,31,0.04871794871794872,0.13247863247863248,0.320399845421959,0.8188889662748146
0.9600000000000001,0.9435897435897436,0.8760683760683761,0.9269521410579346,0.9351969504447268,0.9098290598290598,22,29,0.05641025641025641,0.12393162393162394,0.320399845421959,0.8172396441404683
0.97,0.9230769230769231,0.8803418803418803,0.9278350515463918,0.9254498714652957,0.9017094017094017,30,28,0.07692307692307693,0.11965811965811966,0.320399845421959,0.8040724120292153
0.98,0.9128205128205128,0.8974358974358975,0.9368421052631579,0.9246753246753247,0.9051282051282051,34,24,0.08717948717948718,0.10256410256410256,0.320399845421959,0.8046235273844738
0.99,0.8743589743589744,0.9358974358974359,0.9578651685393258,0.9142091152815014,0.9051282051282051,49,15,0.12564102564102564,0.0641025641025641,0.320399845421959,0.7946685939283641
